"resourceID","relatedResourceID","relationshipOfResource"
"d7a95fb3d008cc6c8bb7488333627928","986d03a932c3b7cfde3c453644b32d62","nectaring"
"e7a34579db2842149228cf893c100a9f","8f8108d53832bfdaea0bcdde9036c319","resting"
"c3a1608013751f4ebc87c128f8022d29","c3a446a6b6fcc171337214bdc51cf5db","resting"
"34bd314b9693313923f18f3edd92fb4b","104fc0f83cb9b1cbe8073d2be753dfa3","nectaring"
"b4382a46ebf71f465196eb7280c75059","104fc0f83cb9b1cbe8073d2be753dfa3","nectaring"
"9b4df038d9261ddeaceb344994032131","104fc0f83cb9b1cbe8073d2be753dfa3","nectaring"
"1084c3e52ae41577fc142bdbad4219a5","104fc0f83cb9b1cbe8073d2be753dfa3","nectaring"
"8269de33cf81b2c156054d303e8080b0","4c821060bd4898c9e61265a74b97c0cd","resting"
"fa0e72c0ce4754a0fc480297f6ba27c4","ad3a2d78b47486f7c6da79a161c27ba3","nectaring"
"bd95f551c88829da2743381e9749353b","d68c8c9e41c7bb2d8738fe0b42b7dd02","resting"
"3787230ded1173370f1ec9473c94f638","ad3a2d78b47486f7c6da79a161c27ba3","nectaring"
"0202956f24275f94748d739475a0675c","ad3a2d78b47486f7c6da79a161c27ba3","nectaring"
"70dac5dacf4718b23f2527d3aeecf4e0","3c95c0ae0dcc085fff1869c2df9268c4","resting"
"e08e7ac5feb82ec18653efb6bfd499a7","ad3a2d78b47486f7c6da79a161c27ba3","nectaring"
"767161253aa9ee6fac9f7cd2b6c7e8f6","9b8cc6120ba0da492f3e6b71eae47607","resting"
"44fdaef7fa06ee1a27782f3010e58a8d","7afe5d86e700a0c17e95ce9c116bd283","resting"
"0d50a61ac9322f208bce494d013a0bff","e305749ba81b45449a8d67a837190b2e","resting"
"a1527a23a8c4f92c187a681de5fa14d3","aa336e44293a548814a7dfb17f96fd2a","resting"
"a0351c5e2e510a143eb78ee2821b2552","cae31a1274313e00284e301c7c9c616e","resting"
"3a505176cc29e13db0aab178d59430c6","8e2d314eacdf4e7c068cc3ad3be4578f","resting"
"57c37d2ce21029d0465dbbeb68d0b248","e515a0d5d15011933d9d2d7c75425a78","resting"
"7d7e3f695319658065ec9d4da1962f12","1dfbffd30326eca0c10593cdb7e0f336","nectaring"
"a11fc54dff31aafff0b0cbaa5bb1dc9c","35baa434d27ed29f04e809b7333bb7a5","resting"
"622ee1834269362f436e4f179a6acd82","35baa434d27ed29f04e809b7333bb7a5","resting"
"9b64ebf1832e11406d01dcc8d6f2da36","28ca94d77f21f2fc6fb01e407964f84b","resting"
"a027bd0bfb419dcd66d35e8c5bd15f3a","80fb2f92849c139024d3be211c3f416a","resting"
"c81cff28cd00295f9bc9134a44dc6df5","33e7486a5ac41ca157665df47afbba1b","resting"
"8eae59a71a7cdd23fcb29cd8eeee169d","33e7486a5ac41ca157665df47afbba1b","resting"
"5991df4c74705200de0fb54c9fcf0781","33e7486a5ac41ca157665df47afbba1b","resting"
"0658838f35198910b428f91f81ee20de","403202f4b579a011232dbf2bc909469d","nectaring"
"ceced5cfaf7513f1e9a41c78842c7151","35ede1d89928dc2b627445930bace1b5","nectaring"
"1a9f08c8ebf7f3890a52e8753ce0d930","0c699cc824ad84456ee212581b6fc296","resting"
"7cdd03703eb90006b21264bdf658fa48","e7ea088b30dd65b92b10a931fc6768a0","nectaring"
"88c60eeaa0dbd85b4808efc0c5bee0cd","3fd896484302616dc5d7f292d7bc8b7c","nectaring"
"7bc64ef716fee10bed5317b8b0769c77","6b80c92fc5fc970ef88639188098cefc","nectaring"
